"recording.title","recording.artist.credit.phrase","number"
"Just Like a Pill (Jacknife Lee mix)","P!nk",1
"Just Like a Pill (karaoke version)","P!nk",1
"Just Like a Pill (Maurice’s Nu Soul mix)","P!nk",1
"Just Like a Pill (radio edit)","P!nk",1
"Just Like a Pill (without drums)","P!nk",1
"Just Like You (5.1 version)","Three Days Grace",1
"Just Like You (alt. live version)","Three Days Grace",1
"Just Like You (video)","Three Days Grace",1
"Just Lose It (a cappella)","Eminem",1
"Just Lose It (album version)","Eminem",1
"Just Lose It (album)","Eminem",1
"Just Lose It (clean)","Eminem",1
"Just Lose It (DJ Green Lantern remix)","Eminem",1
"Just Lose It (radio edit)","Eminem",1
"Just Lose It (super clean)","Eminem",1
"Just Lose It (video)","Eminem",1
"Just the Two of Us","Gary Smith",1
"Just the Two of Us (Album Version)","Will Smith",1
"Just the Two of Us (instrumental)","Will Smith",1
"Just the Two of Us (Will Smith Rap)","Will Smith",1
"Karma (Club Mix)","Alicia Keys",1
"Karma (instrumental)","Alicia Keys",1
"Karma (live)","Alicia Keys",1
"Karma (radio edit)","Alicia Keys",1
"Karma (Radio Edit)","Alicia Keys",1
"Karma (Reggaeton remix)","Alicia Keys",1
"Karma (remix) (clean version)","Lloyd Banks feat. Avant",1
"Karma (remix) (explicit version)","Lloyd Banks feat. Avant",1
"Karma (remix) (instrumental)","Lloyd Banks feat. Avant",1
"Karma (The Reggaeton Mix)","Alicia Keys",1
"King Of The Dancehall (Album Version)","Beenie Man",1
"King of the Dancehall (instrumental)","Beenie Man",1
"King of the Dancehall (reggae)","Beenie Man",1
"King of the Dancehall (vocals Up)","Beenie Man",1
"King of the Dancehall (Zoko remix)","Beenie Man",1
"Knock Knock (a cappella)","Monica",1
"Knock Knock (album version)","Monica",1
"Knock Knock (instrumental)","Monica",1
"Knock Knock (radio mix)","Monica",1
"Knock, Knock","Monica",1
"Knuck If You Buck","Crime Mob feat. Lil' Scrappy",1
"Knuck If You Buck","Crime Mob feat. Lil Scrappy",1
"Knuck If You Buck","Crime Mob feat. Lil’ Scrappy",1
"Knuck If You Buck","Crime Mob featuring Lil Scrappy",1
"Knuck If You Buck (acapella)","Crime Mob & Lil’ Scrappy",1
"Knuck If You Buck (la pumpkin remix)","Crime Mob feat. Lil’ Scrappy",1
"Kryptonite (instrumental)","3 Doors Down",1
"Kryptonite (live)","3 Doors Down",1
"L.A. Song (acoustic)","Beth Hart",1
"L.A. Song (alternate edit)","Beth Hart",1
"L.A. Song (alternate radio edit)","Beth Hart",1
"L.A. Song (live bonus track)","Beth Hart",1
"L.A. Song (original edit)","Beth Hart",1
"L.A. Song (Out of This Town) (acoustic version)","Beth Hart",1
"La bomba (Carribean Funk mix)","Azul Azul",1
"La bomba (remix)","Azul Azul",1
"La bomba (Samba, 50mpm)","Azul Azul",1
"LA Song","Beth Hart",1
"LA Song (acoustic)","Beth Hart",1
"LA Song (live acoustic version)","Beth Hart",1
"Lady (acoustic version)","Modjo",1
"Lady (acoustic)","Modjo",1
"Lady (album version)","Lenny Kravitz",1
"Lady (original mix)","Modjo",1
"Lady (radio edit)","Lenny Kravitz",1
"Lady (remix)","Modjo",1
"Lady Marmalade","Christina Aguilera feat. Lil’ Kim, Mýa & P!nk",1
"Lady Marmalade","Christina Aguilera, Li' Kim, Mýa & P!nk",1
"Lady Marmalade","Christina Aguilera, Lil’ Kim, Mýa and P!nk",1
"Lady Marmalade","P!nk",1
"Lady Marmalade (edit)","Christina Aguilera, Lil’ Kim, Mýa & P!nk",1
"Lady Marmalade (instrumental)","Christina Aguilera, Lil’ Kim, Mýa & P!nk",1
"Lady Marmalade (ThunderDrums)","Christina Aguilera, Lil’ Kim, Mýa & P!nk",1
"Lady Marmalade (ThunderDUB)","Christina Aguilera, Lil’ Kim, Mýa & P!nk",1
"Lady Marmalade (Thunderpuss 2001 club mix)","Christina Aguilera feat. Lil’ Kim, Mýa & P!nk",1
"Lady Marmalade (Thunderpuss club mix)","Christina Aguilera, Lil’ Kim, Mýa & P!nk",1
"Lady Marmalade (Thunderpuss mix Show)","Christina Aguilera, Lil’ Kim, Mýa and P!nk",1
"Lady Marmalade (Thunderpuss Mixshow mix)","Christina Aguilera, Lil’ Kim, Mýa & P!nk",1
"Lady Marmalade (Thunderpuss radio mix)","Christina Aguilera, Lil’ Kim, Mýa and P!nk",1
"Landslide (live)","Dixie Chicks",1
"Landslide (The Sheryl Crow remix)","Dixie Chicks",1
"Larger Than Life (Eclipse's New Life mix)","Backstreet Boys",1
"Larger Than Life (Eclipse’s New Life mix)","Backstreet Boys",1
"Larger Than Life (instrumental)","Backstreet Boys",1
"Larger Than Life (Jack D. Elliot radio mix)","Backstreet Boys",1
"Larger Than Life (Jack D. Elliot radio remix)","Backstreet Boys",1
"Larger Than Life (Keith Litman club mix)","Backstreet Boys",1
"Larger Than Life (The video mix)","Backstreet Boys",1
"Larger Than Life (Wayne G Remix)","Backstreet Boys",1
"Last Resort (album version)","Papa Roach",1
"Last Resort (clean version)","Papa Roach",1
"Last Resort (Clean version)","Papa Roach",1
"Last Resort (Kayzo remix)","Papa Roach",1
"Last Resort (Live at BBC Radio 1)","Papa Roach",1
"Last Resort (live From Germany)","Papa Roach",1
"Last Resort (Live)","Papa Roach",1
"Last Train Home (demo)","Lostprophets",1
"Last Train Home (radio edit)","Lostprophets",1
"Last Train Home (Xanex Broken Heart remix)","Lostprophets",1
"Lately (Blacksmith Rap club mix)","Divine",1
"Lately (call out research)","Divine",1
"Lately (Cibola extended mix)","Divine",1
"Lately (Cibola radio edit)","Divine",1
"Lately (Cibola radio remix)","Divine",1
"Lately (instrumental)","Divine",1
"Lately (Jonathon Peters vocal mix)","Divine",1
"Lately (radio edit)","Divine",1
"Laundromat (instrumental)","Nivea",1
"Lay Low","Snoop Dogg feat. Nate Dogg, Master P, Butch Cassidy & Eastsidaz",1
"Lay Low (clean)","Snoop Dogg feat. Master P, Nate Dogg, Butch Cassidy & Tha Eastsidaz",1
"Lean on Me","2–4 Family",1
"Lean On Me","2–4 Family",1
"Lean On Me (DSP mix)","2–4 Family",1
"Lean On Me (Lounge mix)","2–4 Family",1
"Lean On Me (Special radio version)","2–4 Family",1
"Lean on Me (with the Family)","2–4 Family",1
"Lean on Me (with the Family) (radio version)","2–4 Family",1
"Lean On Me (with the Family) (radio version)","2–4 Family",1
"Lean On Me (with the Family) (Saunaclub remix)","2–4 Family",1
"Leave (Get Out) (2018)","JoJo",1
"Leave (Get Out) (Copenhaniacs remix)","JoJo",1
"Leave (Get Out) (Funky Angelz remix)","JoJo",1
"Leave (Get Out) (Hip Hop club mix)","JoJo",1
"Leave (Get Out) (instrumental)","JoJo",1
"Leave (Get Out) (radio edit)","JoJo",1
"Left & Right","D’Angelo feat. Method & Redman",1
"Left & Right","D’Angelo feat. Method Man & Redman",1
"Left & Right (instrumental)","D’Angelo & Amerigo Gazaway feat. Method Man & Redman",1
"Left Right Left","Drama",1
"Lesson in Leavin’","Jo Dee Messina",1
"Lesson in Leavin’ (live acoustic)","Jo Dee Messina",1
"Lessons Learned (dance club Sampler mix)","Tracy Lawrence",1
"Lessons Learned (Dance Club Sampler Mix)","Tracy Lawrence",1
"Let's Get Dirty (I Can't Get in da Club)","Redman feat. DJ Kool",1
"Let's Get It","G. Dep feat. P. Diddy & Black Rob",1
"Let's Get It Started","The Black Eyed Peas",1
"Let's Get It Started (in Here)","The Black Eyed Peas",1
"Let's Get It Started (instrumental)","The Black Eyed Peas",1
"Let's Get It Started (iTunes Originals Version)","The Black Eyed Peas",1
"Let's Get It Started (Simlish version)","The Black Eyed Peas",1
"Let's Get It Started (Spike Mix)","Black Eyed Peas",1
"Let's Get Married (remix)","Jagged Edge",1
"Let's Go","Trick Daddy feat. Lil' Jon and Twista",1
"Let's Go","Trick Daddy feat. Twista",1
"Let's Go","Twista",1
"Let's Go (DJ One2six remix)","Twista",1
"Let's Go (Lil Jon remix)","Trick Daddy feat. Lil' Jon & Twista",1
"Let's Stay Home Tonight","Joe",1
"Let's Stay Home Tonight (remix)","Joe",1
"Let Me Blow ya Mind","Eve feat. Gwen Stefani",1
"Let Me Blow Ya Mind","Eve feat Gwen Stefani",1
"Let Me Blow Ya Mind","Eve Feat. Gwen Stefani",1
"Let Me Blow Ya Mind","Eve, Gwen Stefani",1
"Let Me Blow Ya Mind","Gwen Stefani",1
"let me let go","Faith Hill",1
"Let Me Let Go (Movie Version)","Faith Hill",1
"Let Me Let Go (Pop remix)","Faith Hill",1
"Let Me Love You (album version)","Mario",1
"Let Me Love You (Mauve remix)","Mario",1
"Let Me Love You (remix) (Instrumental)","Mario",1
"Let Me Love You (video)","Mario",1
"Let Me Love You (мalcσмremix)","Mario",1
"Let’s Get Dirty (I Can’t Get in Da club)","Redman feat. DJ Kool",1
"Let’s Get It","G. Dep feat. P. Diddy & Black Rob",1
"Let’s Get It","G. Dep featuring P. Diddy and Black Rob",1
"Let’s Get It Started","Black Eyed Peas",1
"Let’s Get It Started (live at live 8, Benjamin Franklin Parkway, Philadelphia, 2nd July 2005)","Black Eyed Peas",1
"Let’s Get It Started (Spike mix)","Black Eyed Peas",1
"Let’s Get It Started (Spike mix)","The Black Eyed Peas",1
"Let’s Go","Royce da 5′9″ featuring Twista",1
"Let’s Go","Trick Daddy feat. Big D & Twista",1
"Let’s Go (remix)","Trick Daddy feat. Lil Jon & Twista",1
"Let’s Make Love","Faith Hill feat. Tim McGraw",1
"Let’s Stay Home Tonight (remix)","Joe",1
"Life (Acapella)","K-Ci & JoJo",1
"Life (Instrumental)","K-Ci & JoJo",1
"Lifestyles of the Rich and Famous (live at live 8, Makuhari Messe, Chiba, Japan, 2nd July 2005)","Good Charlotte",1
"Lifetime (a cappella)","Maxwell",1
"Lifetime (Ben Watt Lazy Dog extended remix)","Maxwell",1
"Lifetime (Ben Watt Lazy Dog radio remix)","Maxwell",1
"Lifetime (cut)","Maxwell",1
"Lifetime (Dupri (remix))","Maxwell",1
"Lifetime (Dupri remix instrumental)","Maxwell",1
"Lifetime (Dupri remix with rap)","Maxwell",1
"Lifetime (Dupri remix)","Maxwell",1
"Lifetime (Tim and Jez mix)","Maxwell",1
"Lifetime (unsung)","Maxwell",1
"Lightning Does the Work","Chad Brock",1
"Lightning Does The Work","Chad Brock",1
"Lights, Camera, Action! (Fubu version)","Mr. Cheeks",1
"Lights, Camera, Action! (LP version)","Mr. Cheeks",1
"Lights, Camera, Action! (remix instrumental)","Mr. Cheeks",1
"Like a Pimp","David Banner featuring Lil’ Flip",1
"Like a Stone (acoustic)","Audioslave",1
"Like a Stone (album version)","Audioslave",1
"Like a Stone (live BBC Radio 1 session)","Audioslave",1
"Like a Stone (live)","Audioslave",1
"Like I Love You (remix)","Justin Timberlake",1
"Liquid Dreams","O-Town",1
"Liquid Dreams (HQ2 mix)","O‐Town",1
"Liquid Dreams (live version)","O‐Town",1
"Liquid Dreams (Matrix remix)","O‐Town",1
"Little Good-byes","SHeDAISY",1
"Little Good‐Byes","SHeDAISY",1
"Little Man","Alan Jackson",1
"Little Man","Chuck Jackson",1
"Little Moments","John Mayer & Brad Paisley",1
"Live Laugh Love","Clay Walker",1
"Live Like You Were Dying (AC mix)","Tim McGraw",1
"Live Like You Were Dying (karaoke mix)","Tim McGraw",1
"Live Like You Were Dying (live at live 8, Circus Maximus, Rome, 2nd July 2005)","Tim McGraw",1
"Live Like You Were Dying (radio edit)","Tim McGraw",1
"Live Like You Were Dying (vocal mix)","Tim McGraw",1
"Livin' It Up","Ja Rule & Case",1
"Livin' La Vida Loca (Amen mix)","Ricky Martin",1
"Livin' La Vida Loca (live)","Ricky Martin",1
"Livin' La Vida Loca (Opening Performance)","Ricky Martin",1
"Livin It Up","Ja Rule feat. Case",1
"Livin La Vida Loca","Ricky Martin",1
"Livin’ la Vida Loca","Ricky Martin",1
"Livin’ La Vida Loca","Ricky Martin",1
"Livin’ la vida loca (dance remix)","Ricky Martin",1
"Livin’ la vida loca (Spanglish version)","Ricky Martin",1
"Livin’ la vida loca (Spanish version)","Ricky Martin",1
"Loaded (Almighty mix)","Ricky Martin",1
"Loaded (Can 7 - Dame Más Fairground Mix)","Ricky Martin",1
"Loaded (Fused - Re-Loaded mix 03)","Ricky Martin",1
"Loaded (Fused Re-Loaded mix)","Ricky Martin",1
"Loaded (George Noriega radio edit 2)","Ricky Martin",1
"Loaded (George Noriega radio edit)","Ricky Martin",1
"Loaded (Robbie Rivera - Diskofied Vocal Mix)","Ricky Martin",1
"Long Black Train (live from Gaither Studios)","Josh Turner",1
"Long Black Train (live in Austin, TX)","Josh Turner",1
"Long Black Train (live)","Josh Turner",1
"Long Black Train (Live)*","Josh Turner",1
"Look at Us (A Little Bit Faster edit)","Sarina Paris",1
"Look at Us (Beam & Yanou mix)","Sarina Paris",1
"Look at Us (Bean and Yanuo mix)","Sarina Paris",1
"Look at Us (Daddy DJ mix)","Sarina Paris",1
"Look at Us (Daddy DJ remix)","Sarina Paris",1
"Look at Us (extended version)","Sarina Paris",1
"Look at Us (original radio edit)","Sarina Paris",1
"Lose My Breath (5.1 mix)","Destiny’s Child",1
"Lose My Breath (a cappella)","Destiny’s Child",1
"Lose My Breath (Maurice's Nu Soul mix)","Destiny’s Child",1
"Lose My Breath (MGM mix)","Destiny’s Child",1
"Lose My Breath (music video)","Destiny’s Child",1
"Lose My Breath (Nu Soul mix)","Destiny’s Child",1
"Lose My Breath (P Johnson mix)","Destiny’s Child",1
"Lose My Breath (Paul Johnson's club mix)","Destiny’s Child",1
"Lose My Breath (Peter Rauhoffer Breathless mix)","Destiny’s Child",1
"Lose My Breath (radio edit)","Destiny’s Child",1
"Lose My Breath (Tarzan Boy remix)","Destiny’s Child",1
"Lose Yourself (clean)","Eminem",1
"Lose Yourself (outro)","Eminem",1
"Lose Yourself (remix)","Eminem",1
"Lost in You","Chris Gaines",1
"Love's The Only House","Martina McBride",1
"Love (Instrumental)","Musiq Soulchild",1
"Love (radio edit)","Musiq Soulchild",1
"Love Ain’t Like That","Faith Hill",1
"Love at 1st Sight","Mary J. Blige feat. Method Man",1
"Love at 1st sight (blend with Method Man - Bring The Pain)","Mary J. Blige feat. Method Man",1
"Love Don't Cost A Thing","Jennifer Lopez",1
"Love Don't Cost a Thing (Spanish Radio Edit)","Jennifer Lopez",1
"Love Don’t Cost a Thing (extract)","Jennifer Lopez",1
"Love Don’t Cost a Thing (Full Intention remix)","Jennifer Lopez",1
"Love Don’t Cost a Thing (Schoolyard mix)","Jennifer Lopez",1
"Love Is Blind (remix)","Eve featuring Faith Evans",1
"Love Me (instrumental)","112 feat. Mase",1
"Love Me (Verse)","Mase",1
"Love Me Right (Oh Sheila)","Angel City ft. Lara McAllen",1
"Love Me Right (Oh Sheila) (extended mix)","Angel City ft. Lara McAllen",1
"Love Me Right (Oh Sheila) (New Extended)","Angel City Featuring Lara McAllen",1
"Love Me Right (Oh Sheila) (original)","Angel City feat Lara McAllen",1
"Love Me Right (Oh Sheila) (Radio Edit)","Angel City Featuring Lara McAllen",1
"Love Me Right (Oh Sheila) (Seraque Remix)","Angel City Featuring Lara McAllen",1
"Love of My Life","Erykah Badu and Common",1
"Love of My Life","Erykah Badu feat. Common",1
"Love of My Life","The Roots feat. Common",1
"Love Of My Life","Brian McKnight",1
"Love Of My Life (An Ode To Hip Hop)","Sophi Piper & Common",1
"Love Of My Life (An Ode To Hip Hop) (a cappella)","Erykah Badu feat. Common",1
"Love Of My Life (An Ode To Hip Hop) (instrumental)","Erykah Badu feat. Common",1
"Love Of My Life (An Ode To Hip Hop) (radio edit)","Erykah Badu feat. Common",1
"Love Sets You Free","Kelly Price & Friends",1
"Love Song (Alone with You trance mix - radio edit)","311",1
"Love Song (Alone with You trance mix)","311",1
"Love Song (Cirrus club mix - radio edit)","311",1
"Love Song (Cirrus club mix)","311",1
"Love Song (single version)","311",1
"Love You Out Loud (live)","Rascal Flatts",1
"Love’s Divine (acoustic) (5.1 mix)","Seal",1
"Love’s Divine (Deepsky club mix)","Seal",1
"Love’s Divine (Deepsky edit)","Seal",1
"Love’s Divine (The Passengerz radio mix)","Seal",1
"Love’s Divine (The Passengerz Sanctuary club mix)","Seal",1
"Love’s Divine (uncut)","Seal",1
"Love’s the Only House","Martina McBride",1
"Loverboy","Mariah Carey feat. Cameo",1
"Lucky 4 You (Tonight I'm Just Me)","SHeDAISY",1
"Luv Me, Luv Me","Shaggy featuring Janet",1
"Luv U Better (album version)","LL Cool J",1
"Luv U Better (video)","LL Cool J",1
"Lying from You","Linkin Park",1
"Lying from You (album version)","Linkin Park",1
"Lying From You (live, 2003: Underground Tour)","Linkin Park",1
"Ma, I Don't Love Her","Clipse ft. Faith Evans",1
"Ma, I Don’t Love Her","Clipse featuring Faith Evans",1
"Ma, I Don’t Love Her (acappella)","Clipse featuring Faith Evans",1
"Ma, I Don’t Love Her (Axwell vocal mix)","Clipse feat. Faith Evans",1
"Ma, I Don’t Love Her (club mix)","Clipse featuring Faith Evans",1
"Ma, I Don’t Love Her (instrumental)","Clipse featuring Faith Evans",1
"Ma, I Don’t Love Her (radio mix)","Clipse featuring Faith Evans",1
"Made You Look (5 Borough remix)","Nas",1
"Made You Look (Drezo remix)","Nas",1
"Made You Look (JL remix)","Nas",1
"Made You Look (original version) (clean)","Nas",1
"Made You Look (remix)","Nas",1
"Magic Stick","50 Cent",1
"Magic Stick (Green Lantern remix)","Lil’ Kim feat. 50 Cent",1
"Make It Clap","Busta Rhymes featuring Sean Paul & Spliff Star",1
"Make It Clap (Original Version)","Busta Rhymes Featuring Spliff Star",1
"Make It Clap (remix)","Busta Rhymes feat. Sean Paul & Spliff Star",1
"Makin' Good Love (Thug Love remix instrumental)","Avant",1
"Makin' Good Love (Thug Love remix)","Avant",1
"Makin Good Love","Avant",1
"Makin’ Good Love","Avant",1
"Malibu (acoustic)","Hole",1
"Malibu (Jason Nevins' Club Control Mix)","Hole",1
"Malibu (Jason Nevins' Holy Mix)","Hole",1
"Malibu (Ted Ottaviano's Club Mix)","Hole",1
"Malibu (Ted Ottaviano club mix)","Hole",1
"Mamacita (a cappella)","Public Announcement",1
"Mamacita (instrumental)","Public Announcement",1
"Mamacita (LP version)","Public Announcement",1
"Mamacita (Main Mix)","Public Announcement",1
"Mamacita (The Epitome remix)","Public Announcement",1
"Mamacita (The Epitome Remix) (instrumental)","Public Announcement",1
"Mambo No 5 (2005 remix)","Lou Bega",1
"Mambo No. 5 (2005 remix)","Lou Bega",1
"Mambo No. 5 (A Little Bit of)","Lou Bega",1
"Mambo No. 5 (A Little Bit of…)","Lou Bega",1
"Mambo No. 5 (Havanna club mix)","Lou Bega",1
"Mambo No. 5 (The Trumpet)","Lou Bega",1
"Maps (AOL session)","Yeah Yeah Yeahs",1
"Maps (four track demo)","Yeah Yeah Yeahs",1
"Maps (live at the Fillmore)","Yeah Yeah Yeahs",1
"Maps (live)","Yeah Yeah Yeahs",1
"Maria Maria","Carlos Santana feat. The Product G & B",1
"Maybe I Deserve (Remix)","Tank",1
"Maybe Not Tonight","Sammy Kershaw & Lorrie Morgan",1
"Mayberry (karaoke)","Rascal Flatts",1
"Mayberry (live)","Rascal Flatts",1
"Me Against the Music","Britney Spears feat. Madonna",1
"Me Against the Music","Britney Spears featuring Madonna",1
"Me Against the Music (5.1 mix)","Britney Spears feat. Madonna",1
"Me Against the Music (Gabriel & Dresden club mix)","Britney Spears feat. Madonna",1
"Me Against the Music (Gabriel & Dresden dub)","Britney Spears feat. Madonna",1
"Me Against the Music (Justice extended mix)","Britney Spears feat. Madonna",1
"Me Against the Music (Justice remix)","Britney Spears feat. Madonna",1
"Me Against the Music (Kanye West remix)","Britney Spears feat. Madonna",1
"Me Against the Music (LP version / video mix)","Britney Spears feat. Madonna",1
"Me Against the Music (Passengerz vs. The Club mix)","Britney Spears feat. Madonna",1
"Me Against the Music (Peter Rauhofer's Electrohouse dub)","Britney Spears feat. Madonna",1
